Transcript,Customer Statement,Sentiment,Call Outcome,label
transcript_90.txt,"No, thats all. Thank you for your help.",Positive,Issue Resolved,2
transcript_101.txt,"Hi, Im calling to schedule an appointment with a specialist. My name is Emily Wilson and my member ID is MEM234567.",Neutral,Issue Resolved,1
transcript_86.txt,My policy number is POL987654 and the visit was on February 10th.,Neutral,Issue Resolved,1
transcript_113.txt,"But thats not correct. I specifically made an appointment with Dr. Smith as my primary care physician. And even if it was a specialist visit, my policy says I shouldnt pay more than 30.",Negative,Follow-up Needed,0
transcript_133.txt,"Yes, of course. The claim was for a physical therapy session, and the denial letter said that my policy doesnt cover this service. But Im certain that my new policy does cover it. I switched policies a few months ago.",Neutral,Issue Resolved,1
transcript_161.txt,"Hi, Im having some trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative,Issue Resolved,0
transcript_122.txt,"No, thats all. Thank you so much for your help!",Positive,Issue Resolved,2
transcript_187.txt,"Yes, of course. I had a minor surgery last month and when I submitted the claim, it was denied saying that the policy doesnt cover this type of service.",Negative,Issue Resolved,0
transcript_106.txt,"Hello, Im having some trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative,Issue Resolved,0
transcript_119.txt,"Well, Im not getting any error message. It just doesnt seem to be accepting my login credentials. Ive tried multiple times, but it keeps saying that my username or password is incorrect.",Negative,Follow-up Needed,0
transcript_112.txt,"Sure, thank you.",Positive,Issue Resolved,2
transcript_29.txt,"Great, thank you! Whats the status of my claim now?",Positive,Issue Resolved,2
transcript_171.txt,"No, thats all. Thank you again for your help.",Positive,Issue Resolved,2
transcript_88.txt,Its MEM123456.,Neutral,Issue Resolved,1
transcript_24.txt,"No, thats all set. Thank you so much for your help.",Positive,Issue Resolved,2
transcript_1.txt,Thats frustrating. How can we get this resolved?,Negative,Follow-up Needed,0
transcript_167.txt,"This is ridiculous. Ive been waiting for weeks to get in to see a specialist, and now youre telling me I have to wait even longer? Can I speak to your supervisor?",Negative,Follow-up Needed,0
transcript_94.txt,"No, thats all. Thank you again.",Positive,Issue Resolved,2
transcript_117.txt,"Thanks, you too.",Positive,Issue Resolved,2
transcript_133.txt,"Great, thank you. How long will it take to get the claim reprocessed?",Positive,Issue Resolved,2
transcript_18.txt,"Ive already tried that, but it didnt work. Im still having the same issue.",Negative,Follow-up Needed,0
transcript_54.txt,"Its March 12, 1985.",Neutral,Issue Resolved,1
transcript_85.txt,"frustrated Look, can you just tell me whos available next Monday and let me decide?",Negative,Follow-up Needed,0
transcript_175.txt,"Hi, Im having some trouble registering and logging in to my online service account. My member ID is MEM123456. Ive tried a few times, but I keep getting an error message. Can you help me out?",Negative,Follow-up Needed,0
transcript_178.txt,"Hi, Im calling to schedule an appointment with a specialist. My member ID is MEM123456.",Neutral,Issue Resolved,1
transcript_104.txt,Youre welcome. Thank you for your help.,Positive,Issue Resolved,2
transcript_9.txt,"Ive already tried that. Ive reset my password multiple times, but it still wont let me log in.",Negative,Follow-up Needed,0
transcript_65.txt,That sounds great. Thank you for your help.,Positive,Issue Resolved,2
transcript_28.txt,Ive been experiencing some back pain and Id like to see an orthopedic specialist. I was hoping to get an appointment as soon as possible.,Negative,Issue Resolved,0
transcript_149.txt,"Okay, thank you for your help. I appreciate it.",Positive,Follow-up Needed,2
transcript_9.txt,"Hi, Im trying to register and log in to my online service account, but Im having some trouble. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_70.txt,frustrated Register again? Ive already registered and Im trying to log in. This is ridiculous. Can you just fix the problem?,Negative,Follow-up Needed,0
transcript_79.txt,Sounds good. Thanks for your help!,Positive,Follow-up Needed,2
transcript_192.txt,"No, thats all. Thank you.",Positive,Issue Resolved,2
transcript_1.txt,"I switched policies on January 1st. I was told that the new policy would cover the service I received, but the denial letter says its not covered.",Negative,Follow-up Needed,0
transcript_84.txt,"Hi, Im having trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_179.txt,Sounds good. Thank you for your help in resolving this issue.,Positive,Issue Resolved,2
transcript_186.txt,That sounds perfect. Id like to schedule an appointment with Dr. Smith for Monday at 2 PM.,Positive,Issue Resolved,2
transcript_157.txt,"Great, thank you so much for your help. I really appreciate it.",Positive,Issue Resolved,2
transcript_199.txt,Thats correct. I switched policies in January. I dont understand why the new policy isnt reflected in your system.,Neutral,Issue Resolved,1
transcript_85.txt,"frustrated Look, can you just tell me whos available next Monday and let me decide?",Negative,Follow-up Needed,0
transcript_0.txt,"Okay, that sounds good. Can you give me a reference number for this case so I can follow up if needed?",Positive,Issue Resolved,2
transcript_92.txt,"Great, thank you again for your assistance!",Positive,Issue Resolved,2
transcript_113.txt,"I have the Silver Plan. And according to the policy documents, I shouldnt have to pay more than 20 for a primary care visit.",Neutral,Follow-up Needed,1
transcript_48.txt,"You too, thank you. Bye.",Positive,Issue Resolved,2
transcript_88.txt,"Hi, Im calling about my recent bill for a doctors visit. I was charged a copay of 50, but I thought it was supposed to be 20 according to my policy.",Neutral,Issue Resolved,1
transcript_66.txt,"Hi, Im calling to request a preauthorization for a medical procedure. My name is Emily Wilson and my member ID is MEM123456.",Neutral,Issue Resolved,1
transcript_26.txt,"Okay... pause Yes, Im in! Thank you so much for your help.",Positive,Issue Resolved,2
transcript_195.txt,"Well, when I try to register, it says my email address is already in use. But Im sure Ive never created an account before. And when I try to log in, it says my password is incorrect.",Negative,Follow-up Needed,0
transcript_35.txt,"Let me check... pause Ah, yes, I did receive an activation email.",Neutral,Issue Resolved,1
transcript_0.txt,"Sure, thank you.",Positive,Issue Resolved,2
transcript_149.txt,"Okay, thank you. But can I ask, whats causing the issue with my registration?",Neutral,Follow-up Needed,1
transcript_69.txt,Im getting an error message that says my username and password are incorrect. But Im sure Im using the right credentials.,Negative,Follow-up Needed,0
transcript_32.txt,But thats not what my policy says. Im pretty sure its supposed to be 20 or no copay.,Negative,Follow-up Needed,0
transcript_8.txt,"Wait, can you tell me who I should expect to hear from?",Neutral,Issue Resolved,1
transcript_66.txt,I need a knee replacement surgery due to arthritis. My doctor has scheduled it for next Thursday.,Negative,Issue Resolved,0
transcript_27.txt,"Sure, thank you.",Positive,Issue Resolved,2
transcript_19.txt,"Okay, I think Id like to go with Dr. Smith then. Can you schedule the appointment for me?",Neutral,Issue Resolved,1
transcript_18.txt,Will do. Thanks again for your assistance.,Positive,Follow-up Needed,2
transcript_130.txt,"That sounds great, thank you so much for your help. I appreciate it.",Positive,Issue Resolved,2
transcript_194.txt,"Okay, that sounds good. Thank you for your help, I appreciate it.",Positive,Issue Resolved,2
transcript_117.txt,"Hi, Im calling to schedule an appointment with a specialist. My name is Emily Wilson and my member ID is MEM123456.",Neutral,Issue Resolved,1
transcript_98.txt,That sounds great. How long will it take for them to review it?,Positive,Issue Resolved,2
transcript_93.txt,"Hi, Im calling to schedule an appointment with a specialist. My name is Emily Wilson and my member ID is MEM123456.",Neutral,Issue Resolved,1
transcript_194.txt,"You too, thank you.",Positive,Issue Resolved,2
transcript_57.txt,My member ID is MEM123456.,Neutral,Issue Resolved,1
transcript_120.txt,"Yes, that sounds good. Thank you for your help.",Positive,Issue Resolved,2
transcript_188.txt,Its MEM123456.,Neutral,Issue Resolved,1
transcript_18.txt,"Im not getting any error message, but its just not recognizing my username and password. Ive tried multiple times, but it keeps saying my credentials are incorrect.",Negative,Follow-up Needed,0
transcript_129.txt,sighs Fine.,Neutral,Follow-up Needed,1
transcript_170.txt,"Okay, that sounds good. How long will that take?",Positive,Issue Resolved,2
transcript_184.txt,"That sounds great, thank you. I appreciate it.",Positive,Issue Resolved,2
transcript_120.txt,Thats great. Can you tell me a bit more about both doctors?,Positive,Issue Resolved,2
transcript_190.txt,Yeah.,Neutral,Issue Resolved,1
transcript_2.txt,"Okay, that sounds good. How long will it take to resolve this?",Positive,Issue Resolved,2
transcript_141.txt,"Okay, thank you.",Positive,Issue Resolved,2
transcript_48.txt,"You too, thank you. Bye.",Positive,Issue Resolved,2
transcript_60.txt,"No, thats all. Thank you again.",Positive,Issue Resolved,2
transcript_108.txt,angrily What do you mean? Ive already given you all the information you need. This is ridiculous.,Negative,Follow-up Needed,0
transcript_168.txt,"It was on February 10th, and it was a routine checkup.",Neutral,Issue Resolved,1
transcript_157.txt,"You too, thanks. Bye.",Positive,Issue Resolved,2
transcript_0.txt,"Sure, thank you.",Positive,Issue Resolved,2
transcript_120.txt,You too. Bye.,Neutral,Issue Resolved,1
transcript_156.txt,"Okay, that sounds good. Thank you for fixing this mistake.",Positive,Issue Resolved,2
transcript_159.txt,"Okay, great. Thank you for your help.",Positive,Issue Resolved,2
transcript_122.txt,Bye.,Neutral,Issue Resolved,1
transcript_24.txt,"Ive been experiencing some back pain and Id like to see an orthopedic specialist. Ive heard great things about Dr. Smith, but Im also open to other recommendations.",Positive,Issue Resolved,2
transcript_132.txt,Ive been experiencing severe knee pain due to arthritis and my doctor has recommended the replacement surgery to alleviate the pain and improve my mobility.,Neutral,Issue Resolved,1
transcript_119.txt,"Okay... pause Yeah, Im in now. But Im having trouble registering for the service. Its not accepting my registration information.",Negative,Follow-up Needed,0
transcript_198.txt,That sounds great. Thank you so much for your help.,Positive,Issue Resolved,2
transcript_187.txt,"No, thats all. Thank you again for your help.",Positive,Issue Resolved,2
transcript_172.txt,Sounds good. Thanks again.,Positive,Issue Resolved,2
transcript_34.txt,"Hi, Im calling about my recent visit to the doctors office. I was charged a copay of 50, but I thought my policy said I wouldnt have to pay anything for that service.",Neutral,Issue Resolved,1
transcript_161.txt,"No, thats all. Thanks again for your help!",Positive,Issue Resolved,2
transcript_192.txt,"Okay, thank you for your help. Can you provide me with a reference number for this issue?",Neutral,Issue Resolved,1
transcript_105.txt,"Yes, of course. The claim was for a doctors visit, and the reason for the denial was that its not covered under my policy. But I had switched to a new policy last month, and Im certain that this service is covered under the new policy.",Neutral,Follow-up Needed,1
